census_key,FIPS,Tract,Block,Tract_block
33.868_-84.412,131210098021000.00,'009802','1000','009802':'1000'
33.79_-84.345,130890224012000.00,'022401','2000','022401':'2000'
33.792_-84.346,130890201001029.00,'020100','1029','020100':'1029'
33.842_-84.41,131210098012010.00,'009801','2010','009801':'2010'
33.766999999999996_-84.38799999999999,131210019002029.00,'001900','2029','001900':'2029'
33.709_-84.545,131210078022006.00,'007802','2006','007802':'2006'
33.722_-84.50399999999999,131210077033001.00,'007703','3001','007703':'3001'
33.782_-84.42399999999999,131210007002019.00,'000700','2019','000700':'2019'
33.835_-84.43299999999999,131210097003011.00,'009700','3011','009700':'3011'
33.671_-84.37299999999999,131210073001021.00,'007300','1021','007300':'1021'
33.816_-84.46799999999999,131210088002001.00,'008800','2001','008800':'2001'
33.875_-84.42299999999999,131210098022007.00,'009802','2007','009802':'2007'
33.830999999999996_-84.387,131210095024003.00,'009502','4003','009502':'4003'
33.79_-84.495,131210086022009.00,'008602','2009','008602':'2009'
33.82_-84.417,131210090001002.00,'009000','1002','009000':'1002'
33.726_-84.49700000000001,131210079003038.00,'007900','3038','007900':'3038'
33.868_-84.375,131210100012015.00,'010001','2015','010001':'2015'
33.762_-84.51299999999999,131210078051026.00,'007805','1026','007805':'1026'
33.808_-84.405,131210090003013.00,'009000','3013','009000':'3013'
33.758_-84.395,131210035002001.00,'003500','2001','003500':'2001'
33.828_-84.381,131210093004001.00,'009300','4001','009300':'4001'
33.789_-84.348,130890224012003.00,'022401','2003','022401':'2003'
33.824_-84.398,131210095012004.00,'009501','2004','009501':'2004'
33.766999999999996_-84.46700000000001,131210083011020.00,'008301','1020','008301':'1020'
33.834_-84.42399999999999,131210098011008.00,'009801','1008','009801':'1008'
33.817_-84.39399999999999,131210091011001.00,'009101','1001','009101':'1001'
33.711999999999996_-84.54299999999999,131210078024017.00,'007802','4017','007802':'4017'
33.833_-84.411,131210098013003.00,'009801','3003','009801':'3003'
33.806999999999995_-84.402,131210090003009.00,'009000','3009','009000':'3009'
33.863_-84.354,131210100023001.00,'010002','3001','010002':'3001'
33.873000000000005_-84.435,131210098022014.00,'009802','2014','009802':'2014'
33.73_-84.352,131210052002001.00,'005200','2001','005200':'2001'
33.876_-84.43700000000001,131210098022014.00,'009802','2014','009802':'2014'
33.654_-84.382,131210072002005.00,'007200','2005','007200':'2005'
33.81_-84.45,131210088001028.00,'008800','1028','008800':'1028'
33.821_-84.414,131210090001010.00,'009000','1010','009000':'1010'
33.832_-84.402,131210095013017.00,'009501','3017','009501':'3017'
33.798_-84.436,131210088001046.00,'008800','1046','008800':'1046'
33.797_-84.45200000000001,131210087004003.00,'008700','4003','008700':'4003'
33.859_-84.4,131210099003000.00,'009900','3000','009900':'3000'
33.806999999999995_-84.353,131210001003004.00,'000100','3004','000100':'3004'
33.75_-84.53299999999999,131210078052021.00,'007805','2021','007805':'2021'
33.846_-84.41799999999999,131210098012002.00,'009801','2002','009801':'2002'
33.876_-84.37700000000001,131210101142022.00,'010114','2022','010114':'2022'
33.662_-84.52600000000001,131210077062024.00,'007706','2024','007706':'2024'
33.819_-84.429,131210089041005.00,'008904','1005','008904':'1005'
33.873000000000005_-84.443,131210098022022.00,'009802','2022','009802':'2022'
33.866_-84.435,131210098022019.00,'009802','2019','009802':'2019'
33.858000000000004_-84.39299999999999,131210099002011.00,'009900','2011','009900':'2011'
33.714_-84.53,131210078021007.00,'007802','1007','007802':'1007'
33.873000000000005_-84.35799999999999,131210100022005.00,'010002','2005','010002':'2005'
33.709_-84.507,131210078021024.00,'007802','1024','007802':'1024'
33.867_-84.432,131210098021008.00,'009802','1008','009802':'1008'
33.813_-84.476,131210088002017.00,'008800','2017','008800':'2017'
33.857_-84.416,131210098021013.00,'009802','1013','009802':'1013'
33.675_-84.53200000000001,131210077062015.00,'007706','2015','007706':'2015'
33.763000000000005_-84.40100000000001,131210026001002.00,'002600','1002','002600':'1002'
33.864000000000004_-84.429,131210098021008.00,'009802','1008','009802':'1008'
33.744_-84.314,130890208022018.00,'020802','2018','020802':'2018'
33.871_-84.40299999999999,131210099004000.00,'009900','4000','009900':'4000'
33.766999999999996_-84.48700000000001,131210082011016.00,'008201','1016','008201':'1016'
33.844_-84.397,131210099003012.00,'009900','3012','009900':'3012'
33.826_-84.37299999999999,131210093001002.00,'009300','1002','009300':'1002'
33.698_-84.544,131210078022013.00,'007802','2013','007802':'2013'
33.858000000000004_-84.39,131210099002008.00,'009900','2008','009900':'2008'
33.754_-84.53200000000001,131210078051047.00,'007805','1047','007805':'1047'
33.748000000000005_-84.338,130890205002033.00,'020500','2033','020500':'2033'
33.742_-84.39399999999999,131210120001060.00,'012000','1060','012000':'1060'
33.715_-84.47399999999999,131210077042001.00,'007704','2001','007704':'2001'
33.829_-84.414,131210098013013.00,'009801','3013','009801':'3013'
33.825_-84.42200000000001,131210098013020.00,'009801','3020','009801':'3020'
33.838_-84.421,131210098011006.00,'009801','1006','009801':'1006'
33.843_-84.363,131210096023013.00,'009602','3013','009602':'3013'
33.885_-84.404,131210102111003.00,'010211','1003','010211':'1003'
33.842_-84.369,131210096023018.00,'009602','3018','009602':'3018'
33.78_-84.47399999999999,131210086012020.00,'008601','2020','008601':'2020'
33.872_-84.35,131210100021024.00,'010002','1024','010002':'1024'
33.798_-84.398,131210089022011.00,'008902','2011','008902':'2011'
33.739000000000004_-84.477,131210081022000.00,'008102','2000','008102':'2000'
33.794000000000004_-84.34100000000001,130890224011008.00,'022401','1008','022401':'1008'
33.872_-84.37100000000001,131210100013010.00,'010001','3010','010001':'3010'
33.829_-84.416,131210098013011.00,'009801','3011','009801':'3011'
33.702_-84.506,131210077033020.00,'007703','3020','007703':'3020'
33.736999999999995_-84.412,131210058001017.00,'005800','1017','005800':'1017'
33.801_-84.369,131210002001001.00,'000200','1001','000200':'1001'
33.754_-84.51100000000001,131210078063005.00,'007806','3005','007806':'3005'
33.774_-84.50200000000001,131210082021003.00,'008202','1003','008202':'1003'
33.788000000000004_-84.425,131210089021032.00,'008902','1032','008902':'1032'
33.702_-84.359,131210068021006.00,'006802','1006','006802':'1006'
33.726_-84.54700000000001,131210103032025.00,'010303','2025','010303':'2025'
33.827_-84.428,131210097002024.00,'009700','2024','009700':'2024'
33.806999999999995_-84.42200000000001,131210089024005.00,'008902','4005','008902':'4005'
33.808_-84.42299999999999,131210089024005.00,'008902','4005','008902':'4005'
33.791_-84.344,130890224011013.00,'022401','1013','022401':'1013'
33.827_-84.39299999999999,131210095012003.00,'009501','2003','009501':'2003'
33.816_-84.411,131210090002004.00,'009000','2004','009000':'2004'
33.788000000000004_-84.448,131210087004005.00,'008700','4005','008700':'4005'
33.839_-84.416,131210098011009.00,'009801','1009','009801':'1009'
33.703_-84.475,131210076023007.00,'007602','3007','007602':'3007'
33.806999999999995_-84.417,131210089024007.00,'008902','4007','008902':'4007'
33.86_-84.37700000000001,131210100014006.00,'010001','4006','010001':'4006'
33.738_-84.51799999999999,131210078062007.00,'007806','2007','007806':'2007'
33.744_-84.40100000000001,131210044001010.00,'004400','1010','004400':'1010'
33.677_-84.37,131210073001005.00,'007300','1005','007300':'1005'
33.821999999999996_-84.41799999999999,131210098013020.00,'009801','3020','009801':'3020'
33.721_-84.406,131210063001046.00,'006300','1046','006300':'1046'
33.835_-84.429,131210097002013.00,'009700','2013','009700':'2013'
33.802_-84.473,131210087003000.00,'008700','3000','008700':'3000'
33.779_-84.45,131210085003018.00,'008500','3018','008500':'3018'
33.843_-84.35700000000001,131210094042012.00,'009404','2012','009404':'2012'
33.842_-84.414,131210098012011.00,'009801','2011','009801':'2011'
33.824_-84.353,131210094022013.00,'009402','2013','009402':'2013'
33.866_-84.395,131210099002006.00,'009900','2006','009900':'2006'
33.839_-84.36399999999999,131210096023011.00,'009602','3011','009602':'3011'
33.851_-84.374,131210100011008.00,'010001','1008','010001':'1008'
33.879_-84.348,130890211022010.00,'021102','2010','021102':'2010'
33.827_-84.42200000000001,131210098013017.00,'009801','3017','009801':'3017'
33.753_-84.50200000000001,131210078081004.00,'007808','1004','007808':'1004'
33.698_-84.47,131210076041009.00,'007604','1009','007604':'1009'
33.848_-84.447,131210097002000.00,'009700','2000','009700':'2000'
33.848_-84.353,131210094042011.00,'009404','2011','009404':'2011'
33.733000000000004_-84.49799999999999,131210079003050.00,'007900','3050','007900':'3050'
33.734_-84.499,131210079003047.00,'007900','3047','007900':'3047'
33.74_-84.479,131210081023011.00,'008102','3011','008102':'3011'
33.857_-84.419,131210098021017.00,'009802','1017','009802':'1017'
33.788000000000004_-84.449,131210087004005.00,'008700','4005','008700':'4005'
33.869_-84.382,131210099001006.00,'009900','1006','009900':'1006'
33.691_-84.50200000000001,131210077031003.00,'007703','1003','007703':'1003'
33.687_-84.51100000000001,131210077061006.00,'007706','1006','007706':'1006'
33.847_-84.44,131210097001015.00,'009700','1015','009700':'1015'
33.719_-84.51,131210078021000.00,'007802','1000','007802':'1000'
33.67_-84.49700000000001,131210077051011.00,'007705','1011','007705':'1011'
33.721_-84.44200000000001,131210080002000.00,'008000','2000','008000':'2000'
33.841_-84.41799999999999,131210098012002.00,'009801','2002','009801':'2002'
33.679_-84.34899999999999,130890234233035.00,'023423','3035','023423':'3035'
33.85_-84.35600000000001,131210096022008.00,'009602','2008','009602':'2008'
33.798_-84.35600000000001,131210001004006.00,'000100','4006','000100':'4006'
33.779_-84.46799999999999,131210086012028.00,'008601','2028','008601':'2028'
33.87_-84.367,131210100013010.00,'010001','3010','010001':'3010'
33.746_-84.48200000000001,131210081024008.00,'008102','4008','008102':'4008'
33.861_-84.44,131210097001004.00,'009700','1004','009700':'1004'
33.756_-84.41,131210025002017.00,'002500','2017','002500':'2017'
33.88_-84.406,131210102111010.00,'010211','1010','010211':'1010'
33.749_-84.301,130890208021008.00,'020802','1008','020802':'1008'
33.789_-84.367,131210002003003.00,'000200','3003','000200':'3003'
33.784_-84.413,131210006001064.00,'000600','1064','000600':'1064'
33.858000000000004_-84.361,131210100023010.00,'010002','3010','010002':'3010'
33.813_-84.37100000000001,131210092001023.00,'009200','1023','009200':'1023'
33.708_-84.374,131210070024000.00,'007002','4000','007002':'4000'
33.879_-84.34899999999999,131210100021014.00,'010002','1014','010002':'1014'
33.726_-84.49799999999999,131210079003038.00,'007900','3038','007900':'3038'
33.754_-84.523,131210078061014.00,'007806','1014','007806':'1014'
33.748000000000005_-84.49,131210081023009.00,'008102','3009','008102':'3009'
33.833_-84.432,131210097003014.00,'009700','3014','009700':'3014'
33.749_-84.384,131210035001016.00,'003500','1016','003500':'1016'
33.762_-84.478,131210082011020.00,'008201','1020','008201':'1020'
33.705999999999996_-84.49600000000001,131210077043009.00,'007704','3009','007704':'3009'
33.650999999999996_-84.39399999999999,131210072002019.00,'007200','2019','007200':'2019'
33.738_-84.475,131210081022000.00,'008102','2000','008102':'2000'
33.804_-84.44200000000001,131210088001021.00,'008800','1021','008800':'1021'
33.865_-84.406,131210098021005.00,'009802','1005','009802':'1005'
33.769_-84.361,131210016001008.00,'001600','1008','001600':'1008'
33.806_-84.399,131210091012000.00,'009101','2000','009101':'2000'
33.86_-84.432,131210098021008.00,'009802','1008','009802':'1008'
33.857_-84.37899999999999,131210100014006.00,'010001','4006','010001':'4006'
33.746_-84.404,131210043002010.00,'004300','2010','004300':'2010'
33.723_-84.545,131210103032025.00,'010303','2025','010303':'2025'
33.693000000000005_-84.48700000000001,131210077052008.00,'007705','2008','007705':'2008'
33.738_-84.29799999999999,130890236012008.00,'023601','2008','023601':'2008'
33.751999999999995_-84.459,131210081021010.00,'008102','1010','008102':'1010'
33.826_-84.40299999999999,131210095012007.00,'009501','2007','009501':'2007'
33.821999999999996_-84.39399999999999,131210095012010.00,'009501','2010','009501':'2010'
33.804_-84.39,131210091021006.00,'009102','1006','009102':'1006'
33.726_-84.39299999999999,131210120002017.00,'012000','2017','012000':'2017'
33.864000000000004_-84.37200000000001,131210100014005.00,'010001','4005','010001':'4005'
33.69_-84.542,131210103031029.00,'010303','1029','010303':'1029'
33.768_-84.479,131210082011007.00,'008201','1007','008201':'1007'
33.68_-84.54,131210103031040.00,'010303','1040','010303':'1040'
33.71_-84.45,131210076021004.00,'007602','1004','007602':'1004'
33.802_-84.369,131210002001001.00,'000200','1001','000200':'1001'
33.830999999999996_-84.34899999999999,131210094042016.00,'009404','2016','009404':'2016'
33.865_-84.431,131210098021008.00,'009802','1008','009802':'1008'
33.836999999999996_-84.35,131210094041003.00,'009404','1003','009404':'1003'
33.701_-84.485,131210077041001.00,'007704','1001','007704':'1001'
33.772_-84.389,131210010012025.00,'001001','2025','001001':'2025'
33.639_-84.443,130639800001024.00,'980000','1024','980000':'1024'
33.753_-84.448,131210083022011.00,'008302','2011','008302':'2011'
33.774_-84.493,131210082013016.00,'008201','3016','008201':'3016'
33.81_-84.35,131210092002010.00,'009200','2010','009200':'2010'
33.679_-84.515,131210077062009.00,'007706','2009','007706':'2009'
33.64_-84.445,130639800001020.00,'980000','1020','980000':'1020'
33.71_-84.501,131210077033004.00,'007703','3004','007703':'3004'
33.818000000000005_-84.443,131210089031007.00,'008903','1007','008903':'1007'
33.778_-84.33200000000001,130890202001000.00,'020200','1000','020200':'1000'
33.879_-84.40299999999999,131210102111010.00,'010211','1010','010211':'1010'
33.723_-84.426,131210062002009.00,'006200','2009','006200':'2009'
33.849000000000004_-84.43700000000001,131210097001015.00,'009700','1015','009700':'1015'
33.823_-84.381,131210093004007.00,'009300','4007','009300':'4007'
33.821999999999996_-84.40299999999999,131210095012015.00,'009501','2015','009501':'2015'
33.759_-84.51799999999999,131210078061003.00,'007806','1003','007806':'1003'
33.806999999999995_-84.369,131210092001031.00,'009200','1031','009200':'1031'
33.791_-84.37799999999999,131210004002005.00,'000400','2005','000400':'2005'
33.804_-84.38799999999999,131210091021005.00,'009102','1005','009102':'1005'
33.725_-84.5,131210079003038.00,'007900','3038','007900':'3038'
33.793_-84.345,130890201001029.00,'020100','1029','020100':'1029'
33.686_-84.35799999999999,131210070022001.00,'007002','2001','007002':'2001'
33.844_-84.4,131210099003012.00,'009900','3012','009900':'3012'
33.855_-84.363,131210100023026.00,'010002','3026','010002':'3026'
33.731_-84.359,131210052002007.00,'005200','2007','005200':'2007'
33.829_-84.40700000000001,131210095013016.00,'009501','3016','009501':'3016'
33.796_-84.365,131210002002008.00,'000200','2008','000200':'2008'
33.804_-84.35700000000001,131210001003007.00,'000100','3007','000100':'3007'
33.82_-84.39299999999999,131210095011004.00,'009501','1004','009501':'1004'
33.725_-84.41799999999999,131210066011002.00,'006601','1002','006601':'1002'
33.81_-84.352,131210001003001.00,'000100','3001','000100':'3001'
33.825_-84.351,131210094022001.00,'009402','2001','009402':'2001'
33.838_-84.365,131210096023011.00,'009602','3011','009602':'3011'
33.669000000000004_-84.376,131210073001022.00,'007300','1022','007300':'1022'
33.705_-84.389,131210067003005.00,'006700','3005','006700':'3005'
