census_key,FIPS,Tract,Block,Tract_block
33.74_-84.492,131210079003029.00,'007900','3029','007900':'3029'
33.838_-84.41,131210098011011.00,'009801','1011','009801':'1011'
33.835_-84.35700000000001,131210094041003.00,'009404','1003','009404':'1003'
33.728_-84.544,131210103032025.00,'010303','2025','010303':'2025'
33.794000000000004_-84.36200000000001,131210002002009.00,'000200','2009','000200':'2009'
33.72_-84.4,131210065001001.00,'006500','1001','006500':'1001'
33.713_-84.538,131210078024013.00,'007802','4013','007802':'4013'
33.809_-84.448,131210088001030.00,'008800','1030','008800':'1030'
33.874_-84.354,131210100021015.00,'010002','1015','010002':'1015'
33.823_-84.41,131210098013022.00,'009801','3022','009801':'3022'
33.832_-84.404,131210095013016.00,'009501','3016','009501':'3016'
33.869_-84.375,131210100012010.00,'010001','2010','010001':'2010'
33.849000000000004_-84.367,131210100023027.00,'010002','3027','010002':'3027'
33.792_-84.36200000000001,131210002003002.00,'000200','3002','000200':'3002'
33.814_-84.45200000000001,131210088001012.00,'008800','1012','008800':'1012'
33.754_-84.51700000000001,131210078061008.00,'007806','1008','007806':'1008'
33.829_-84.40799999999999,131210098013004.00,'009801','3004','009801':'3004'
33.879_-84.439,131210102061023.00,'010206','1023','010206':'1023'
33.814_-84.46799999999999,131210088001058.00,'008800','1058','008800':'1058'
33.865_-84.42200000000001,131210098022028.00,'009802','2028','009802':'2028'
33.799_-84.361,131210001003027.00,'000100','3027','000100':'3027'
33.825_-84.417,131210098013020.00,'009801','3020','009801':'3020'
33.879_-84.353,131210100021011.00,'010002','1011','010002':'1011'
33.769_-84.325,130890203001008.00,'020300','1008','020300':'1008'
33.685_-84.53399999999999,131210078023004.00,'007802','3004','007802':'3004'
33.749_-84.494,131210081023009.00,'008102','3009','008102':'3009'
33.87_-84.354,131210100021022.00,'010002','1022','010002':'1022'
33.679_-84.50399999999999,131210077061016.00,'007706','1016','007706':'1016'
33.853_-84.42,131210098021017.00,'009802','1017','009802':'1017'
33.824_-84.355,131210094022003.00,'009402','2003','009402':'2003'
33.843_-84.405,131210099003010.00,'009900','3010','009900':'3010'
33.738_-84.303,130890236011000.00,'023601','1000','023601':'1000'
33.797_-84.469,131210087002004.00,'008700','2004','008700':'2004'
33.864000000000004_-84.36200000000001,131210100022011.00,'010002','2011','010002':'2011'
33.859_-84.354,131210100023004.00,'010002','3004','010002':'3004'
33.779_-84.42399999999999,131210007001000.00,'000700','1000','000700':'1000'
33.87_-84.374,131210100012010.00,'010001','2010','010001':'2010'
33.858000000000004_-84.375,131210100014000.00,'010001','4000','010001':'4000'
33.87_-84.37,131210100013010.00,'010001','3010','010001':'3010'
33.656_-84.38600000000001,131210072002005.00,'007200','2005','007200':'2005'
33.729_-84.325,130890237002013.00,'023700','2013','023700':'2013'
33.789_-84.499,131210082024001.00,'008202','4001','008202':'4001'
33.797_-84.382,131210005003033.00,'000500','3033','000500':'3033'
33.869_-84.381,131210100012005.00,'010001','2005','010001':'2005'
33.708_-84.5,131210077033004.00,'007703','3004','007703':'3004'
33.801_-84.348,130890201001018.00,'020100','1018','020100':'1018'
33.766_-84.325,130890203003002.00,'020300','3002','020300':'3002'
33.806999999999995_-84.39,131210091021003.00,'009102','1003','009102':'1003'
33.728_-84.331,130890209004001.00,'020900','4001','020900':'4001'
33.875_-84.412,131210098022028.00,'009802','2028','009802':'2028'
33.852_-84.405,131210099003005.00,'009900','3005','009900':'3005'
33.709_-84.488,131210077042008.00,'007704','2008','007704':'2008'
33.72_-84.45,131210080003001.00,'008000','3001','008000':'3001'
33.806999999999995_-84.397,131210091012005.00,'009101','2005','009101':'2005'
33.804_-84.402,131210090003018.00,'009000','3018','009000':'3018'
33.859_-84.432,131210098021008.00,'009802','1008','009802':'1008'
33.861_-84.399,131210099002007.00,'009900','2007','009900':'2007'
33.771_-84.48299999999999,131210082012016.00,'008201','2016','008201':'2016'
33.81_-84.385,131210091023000.00,'009102','3000','009102':'3000'
33.799_-84.34100000000001,130890201001036.00,'020100','1036','020100':'1036'
33.853_-84.43299999999999,131210097001002.00,'009700','1002','009700':'1002'
33.699_-84.51100000000001,131210077032014.00,'007703','2014','007703':'2014'
33.821_-84.348,130890215021009.00,'021502','1009','021502':'1009'
33.858000000000004_-84.44,131210097001016.00,'009700','1016','009700':'1016'
33.875_-84.414,131210098022028.00,'009802','2028','009802':'2028'
33.828_-84.435,131210097003017.00,'009700','3017','009700':'3017'
33.824_-84.447,131210089043011.00,'008904','3011','008904':'3011'
33.834_-84.35799999999999,131210094031002.00,'009403','1002','009403':'1002'
33.699_-84.515,131210077032011.00,'007703','2011','007703':'2011'
33.859_-84.355,131210100023004.00,'010002','3004','010002':'3004'
33.816_-84.395,131210091011001.00,'009101','1001','009101':'1001'
33.696999999999996_-84.39200000000001,131210070011003.00,'007001','1003','007001':'1003'
33.72_-84.54899999999999,131210103032019.00,'010303','2019','010303':'2019'
33.751_-84.506,131210078081012.00,'007808','1012','007808':'1012'
33.716_-84.541,131210078024014.00,'007802','4014','007802':'4014'
33.858000000000004_-84.376,131210100014000.00,'010001','4000','010001':'4000'
33.868_-84.434,131210098022019.00,'009802','2019','009802':'2019'
33.855_-84.45200000000001,131210097002001.00,'009700','2001','009700':'2001'
33.686_-84.395,131210070011024.00,'007001','1024','007001':'1024'
33.716_-84.542,131210078024014.00,'007802','4014','007802':'4014'
33.711_-84.53299999999999,131210078021031.00,'007802','1031','007802':'1031'
33.819_-84.45,131210089031009.00,'008903','1009','008903':'1009'
33.693000000000005_-84.35700000000001,131210071001008.00,'007100','1008','007100':'1008'
33.75_-84.524,131210078061014.00,'007806','1014','007806':'1014'
33.742_-84.48200000000001,131210081024014.00,'008102','4014','008102':'4014'
33.722_-84.469,131210080004007.00,'008000','4007','008000':'4007'
33.775999999999996_-84.485,131210082012005.00,'008201','2005','008201':'2005'
33.747_-84.40700000000001,131210038001022.00,'003800','1022','003800':'1022'
33.738_-84.302,130890236011000.00,'023601','1000','023601':'1000'
33.736999999999995_-84.42200000000001,131210042002033.00,'004200','2033','004200':'2033'
33.726_-84.531,131210078021005.00,'007802','1005','007802':'1005'
33.724000000000004_-84.529,131210078021005.00,'007802','1005','007802':'1005'
33.717_-84.42299999999999,131210066011011.00,'006601','1011','006601':'1011'
33.801_-84.441,131210088001020.00,'008800','1020','008800':'1020'
33.777_-84.34200000000001,130890202001008.00,'020200','1008','020200':'1008'
33.775_-84.494,131210082013017.00,'008201','3017','008201':'3017'
33.863_-84.369,131210100014007.00,'010001','4007','010001':'4007'
33.71_-84.46600000000001,131210076023003.00,'007602','3003','007602':'3003'
33.696999999999996_-84.51899999999999,131210078021020.00,'007802','1020','007802':'1020'
33.871_-84.359,131210100022009.00,'010002','2009','010002':'2009'
33.739000000000004_-84.45100000000001,131210081011000.00,'008101','1000','008101':'1000'
33.742_-84.471,131210081022000.00,'008102','2000','008102':'2000'
33.718_-84.537,131210078024010.00,'007802','4010','007802':'4010'
33.836_-84.40899999999999,131210098013000.00,'009801','3000','009801':'3000'
33.83_-84.43,131210097002019.00,'009700','2019','009700':'2019'
33.744_-84.385,131210048001000.00,'004800','1000','004800':'1000'
33.719_-84.508,131210078021000.00,'007802','1000','007802':'1000'
33.711_-84.54299999999999,131210078024017.00,'007802','4017','007802':'4017'
33.729_-84.353,131210052002002.00,'005200','2002','005200':'2002'
33.859_-84.413,131210098021004.00,'009802','1004','009802':'1004'
33.865_-84.37200000000001,131210100012013.00,'010001','2013','010001':'2013'
33.683_-84.384,131210070012004.00,'007001','2004','007001':'2004'
33.764_-84.367,131210017001005.00,'001700','1005','001700':'1005'
33.721_-84.499,131210077043003.00,'007704','3003','007704':'3003'
33.794000000000004_-84.366,131210002002012.00,'000200','2012','000200':'2012'
33.765_-84.484,131210082011013.00,'008201','1013','008201':'1013'
33.769_-84.359,131210016001008.00,'001600','1008','001600':'1008'
33.698_-84.52,131210078021020.00,'007802','1020','007802':'1020'
33.844_-84.34899999999999,131210094042013.00,'009404','2013','009404':'2013'
33.835_-84.35600000000001,131210094041003.00,'009404','1003','009404':'1003'
33.842_-84.405,131210099003010.00,'009900','3010','009900':'3010'
33.808_-84.351,131210001003001.00,'000100','3001','000100':'3001'
33.830999999999996_-84.376,131210096033010.00,'009603','3010','009603':'3010'
33.778_-84.48899999999999,131210082012001.00,'008201','2001','008201':'2001'
33.843_-84.389,131210095023000.00,'009502','3000','009502':'3000'
33.806999999999995_-84.359,131210001003007.00,'000100','3007','000100':'3007'
33.72_-84.492,131210077043000.00,'007704','3000','007704':'3000'
33.868_-84.369,131210100012013.00,'010001','2013','010001':'2013'
33.728_-84.48899999999999,131210079002007.00,'007900','2007','007900':'2007'
33.788000000000004_-84.493,131210086022011.00,'008602','2011','008602':'2011'
33.812_-84.43299999999999,131210089031013.00,'008903','1013','008903':'1013'
33.72_-84.381,131210055021000.00,'005502','1000','005502':'1000'
33.732_-84.53399999999999,131210078024000.00,'007802','4000','007802':'4000'
33.803000000000004_-84.345,130890201001011.00,'020100','1011','020100':'1011'
33.827_-84.39399999999999,131210095012003.00,'009501','2003','009501':'2003'
33.78_-84.508,131210082021009.00,'008202','1009','008202':'1009'
33.69_-84.495,131210077052011.00,'007705','2011','007705':'2011'
33.801_-84.484,131210087001015.00,'008700','1015','008700':'1015'
33.813_-84.35,131210092002006.00,'009200','2006','009200':'2006'
33.741_-84.50299999999999,131210079003001.00,'007900','3001','007900':'3001'
33.755_-84.397,131210035002005.00,'003500','2005','003500':'2005'
33.723_-84.36200000000001,131210069003000.00,'006900','3000','006900':'3000'
33.71_-84.38600000000001,131210067001023.00,'006700','1023','006700':'1023'
33.834_-84.42299999999999,131210098011008.00,'009801','1008','009801':'1008'
33.785_-84.414,131210006001064.00,'000600','1064','000600':'1064'
33.684_-84.48700000000001,131210077052022.00,'007705','2022','007705':'2022'
33.734_-84.47200000000001,131210080005007.00,'008000','5007','008000':'5007'
33.746_-84.486,131210081023011.00,'008102','3011','008102':'3011'
33.708_-84.352,131210071002000.00,'007100','2000','007100':'2000'
33.686_-84.414,131210075002001.00,'007500','2001','007500':'2001'
33.753_-84.366,131210030002030.00,'003000','2030','003000':'2030'
33.806999999999995_-84.47200000000001,131210088002039.00,'008800','2039','008800':'2039'
33.662_-84.384,131210073002014.00,'007300','2014','007300':'2014'
33.696_-84.384,131210070013006.00,'007001','3006','007001':'3006'
33.705_-84.469,131210076023004.00,'007602','3004','007602':'3004'
33.816_-84.45299999999999,131210088001003.00,'008800','1003','008800':'1003'
33.864000000000004_-84.39299999999999,131210099002004.00,'009900','2004','009900':'2004'
33.775_-84.427,131210085001015.00,'008500','1015','008500':'1015'
33.791_-84.421,131210089021024.00,'008902','1024','008902':'1024'
33.799_-84.455,131210087004003.00,'008700','4003','008700':'4003'
33.849000000000004_-84.38,131210096012001.00,'009601','2001','009601':'2001'
33.8_-84.37799999999999,131210005003019.00,'000500','3019','000500':'3019'
33.71_-84.54299999999999,131210078022001.00,'007802','2001','007802':'2001'
33.707_-84.53200000000001,131210078022012.00,'007802','2012','007802':'2012'
33.696999999999996_-84.363,131210071001001.00,'007100','1001','007100':'1001'
33.815_-84.383,131210093003010.00,'009300','3010','009300':'3010'
33.764_-84.484,131210082011013.00,'008201','1013','008201':'1013'
33.82_-84.37200000000001,131210094021018.00,'009402','1018','009402':'1018'
33.791_-84.40100000000001,131210006001001.00,'000600','1001','000600':'1001'
33.863_-84.367,131210100022016.00,'010002','2016','010002':'2016'
33.811_-84.36399999999999,131210092003032.00,'009200','3032','009200':'3032'
33.724000000000004_-84.39299999999999,131210063001041.00,'006300','1041','006300':'1041'
33.714_-84.53399999999999,131210078021031.00,'007802','1031','007802':'1031'
33.799_-84.43,131210089021011.00,'008902','1011','008902':'1011'
33.8_-84.361,131210001003027.00,'000100','3027','000100':'3027'
33.792_-84.491,131210086022011.00,'008602','2011','008602':'2011'
33.775_-84.416,131210118002010.00,'011800','2010','011800':'2010'
33.732_-84.539,131210078024000.00,'007802','4000','007802':'4000'
33.852_-84.425,131210098021032.00,'009802','1032','009802':'1032'
33.813_-84.37200000000001,131210092001023.00,'009200','1023','009200':'1023'
33.876999999999995_-84.40799999999999,131210102111009.00,'010211','1009','010211':'1009'
33.830999999999996_-84.39299999999999,131210095013018.00,'009501','3018','009501':'3018'
33.876_-84.399,131210102111015.00,'010211','1015','010211':'1015'
33.867_-84.44,131210098022021.00,'009802','2021','009802':'2021'
33.815_-84.435,131210089043024.00,'008904','3024','008904':'3024'
33.832_-84.363,131210096023007.00,'009602','3007','009602':'3007'
33.74_-84.50399999999999,131210079003022.00,'007900','3022','007900':'3022'
33.799_-84.345,130890201001021.00,'020100','1021','020100':'1021'
33.869_-84.35799999999999,131210100021030.00,'010002','1030','010002':'1030'
33.784_-84.35,131210001002002.00,'000100','2002','000100':'2002'
33.681_-84.54,131210103031036.00,'010303','1036','010303':'1036'
33.85_-84.421,131210098012003.00,'009801','2003','009801':'2003'
33.798_-84.35700000000001,131210001004006.00,'000100','4006','000100':'4006'
33.79_-84.49600000000001,131210086022003.00,'008602','2003','008602':'2003'
33.86_-84.355,131210100023004.00,'010002','3004','010002':'3004'
33.736999999999995_-84.304,130890236011003.00,'023601','1003','023601':'1003'
33.851_-84.353,131210096021000.00,'009602','1000','009602':'1000'
33.86_-84.419,131210098021017.00,'009802','1017','009802':'1017'
33.849000000000004_-84.421,131210098012003.00,'009801','2003','009801':'2003'
33.721_-84.54299999999999,131210103032019.00,'010303','2019','010303':'2019'
33.725_-84.545,131210103032025.00,'010303','2025','010303':'2025'
33.844_-84.415,131210098012012.00,'009801','2012','009801':'2012'
33.79_-84.34299999999999,130890224012000.00,'022401','2000','022401':'2000'
33.677_-84.523,131210077062012.00,'007706','2012','007706':'2012'
33.739000000000004_-84.319,130890237002021.00,'023700','2021','023700':'2021'
33.766_-84.32700000000001,130890203001008.00,'020300','1008','020300':'1008'
33.812_-84.398,131210091011009.00,'009101','1009','009101':'1009'
33.847_-84.39299999999999,131210095021015.00,'009502','1015','009502':'1015'
33.79_-84.37700000000001,131210004002005.00,'000400','2005','000400':'2005'
33.796_-84.348,130890201001024.00,'020100','1024','020100':'1024'
33.799_-84.398,131210089022010.00,'008902','2010','008902':'2010'
33.84_-84.363,131210096023007.00,'009602','3007','009602':'3007'
33.724000000000004_-84.354,131210069003021.00,'006900','3021','006900':'3021'
33.718_-84.352,131210069001005.00,'006900','1005','006900':'1005'
33.839_-84.367,131210096023017.00,'009602','3017','009602':'3017'
33.746_-84.48899999999999,131210081023012.00,'008102','3012','008102':'3012'
33.798_-84.346,130890201001021.00,'020100','1021','020100':'1021'
33.832_-84.35700000000001,131210094031004.00,'009403','1004','009403':'1004'
33.756_-84.32600000000001,130890207001000.00,'020700','1000','020700':'1000'
33.808_-84.475,131210088002036.00,'008800','2036','008800':'2036'
33.867_-84.419,131210098022028.00,'009802','2028','009802':'2028'
33.79_-84.34700000000001,130890224012002.00,'022401','2002','022401':'2002'
33.74_-84.52600000000001,131210078052028.00,'007805','2028','007805':'2028'
33.724000000000004_-84.485,131210079001011.00,'007900','1011','007900':'1011'
33.764_-84.427,131210084001008.00,'008400','1008','008400':'1008'
33.707_-84.426,131210066012003.00,'006601','2003','006601':'2003'
33.739000000000004_-84.448,131210081011000.00,'008101','1000','008101':'1000'
33.722_-84.416,131210065003004.00,'006500','3004','006500':'3004'
33.845_-84.383,131210095021005.00,'009502','1005','009502':'1005'
33.762_-84.37299999999999,131210017001021.00,'001700','1021','001700':'1021'
33.830999999999996_-84.412,131210098013013.00,'009801','3013','009801':'3013'
33.659_-84.51,131210077063035.00,'007706','3035','007706':'3035'
33.8_-84.34299999999999,130890201001010.00,'020100','1010','020100':'1010'
33.695_-84.36399999999999,131210070024005.00,'007002','4005','007002':'4005'
33.830999999999996_-84.449,131210097003025.00,'009700','3025','009700':'3025'
33.826_-84.447,131210089043003.00,'008904','3003','008904':'3003'
33.819_-84.398,131210095011008.00,'009501','1008','009501':'1008'
33.84_-84.40299999999999,131210099003012.00,'009900','3012','009900':'3012'
33.79_-84.348,130890224012002.00,'022401','2002','022401':'2002'
33.796_-84.45200000000001,131210087004023.00,'008700','4023','008700':'4023'
33.836_-84.406,131210099003009.00,'009900','3009','009900':'3009'
33.728_-84.491,131210079002007.00,'007900','2007','007900':'2007'
33.772_-84.45700000000001,131210086013001.00,'008601','3001','008601':'3001'
33.722_-84.541,131210103032019.00,'010303','2019','010303':'2019'
33.843_-84.449,131210097003000.00,'009700','3000','009700':'3000'
33.841_-84.352,131210094041000.00,'009404','1000','009404':'1000'
33.801_-84.40899999999999,131210089024012.00,'008902','4012','008902':'4012'
33.809_-84.447,131210088001012.00,'008800','1012','008800':'1012'
33.817_-84.35700000000001,131210092003009.00,'009200','3009','009200':'3009'
33.734_-84.428,131210060004000.00,'006000','4000','006000':'4000'
33.804_-84.431,131210089021003.00,'008902','1003','008902':'1003'
33.848_-84.432,131210097002008.00,'009700','2008','009700':'2008'
33.705_-84.395,131210067003009.00,'006700','3009','006700':'3009'
33.868_-84.368,131210100012013.00,'010001','2013','010001':'2013'
33.81_-84.36399999999999,131210092003033.00,'009200','3033','009200':'3033'
33.839_-84.448,131210097002017.00,'009700','2017','009700':'2017'
33.8_-84.398,131210089022007.00,'008902','2007','008902':'2007'
33.695_-84.512,131210077032018.00,'007703','2018','007703':'2018'
33.825_-84.36,131210094022007.00,'009402','2007','009402':'2007'
33.813_-84.445,131210088001021.00,'008800','1021','008800':'1021'
33.724000000000004_-84.48,131210079001012.00,'007900','1012','007900':'1012'
33.731_-84.46799999999999,131210080005004.00,'008000','5004','008000':'5004'
33.797_-84.45299999999999,131210087004022.00,'008700','4022','008700':'4022'
33.872_-84.417,131210098022028.00,'009802','2028','009802':'2028'
33.793_-84.45100000000001,131210087004005.00,'008700','4005','008700':'4005'
33.78_-84.425,131210007002019.00,'000700','2019','000700':'2019'
33.711999999999996_-84.546,131210078024016.00,'007802','4016','007802':'4016'
33.725_-84.415,131210065003000.00,'006500','3000','006500':'3000'
33.856_-84.431,131210098021008.00,'009802','1008','009802':'1008'
33.809_-84.376,131210092001034.00,'009200','1034','009200':'1034'
33.657_-84.38600000000001,131210072002006.00,'007200','2006','007200':'2006'
33.762_-84.427,131210024002005.00,'002400','2005','002400':'2005'
33.72_-84.5,131210077043004.00,'007704','3004','007704':'3004'
33.792_-84.419,131210089021023.00,'008902','1023','008902':'1023'
33.731_-84.53299999999999,131210078024000.00,'007802','4000','007802':'4000'
33.731_-84.419,131210062001003.00,'006200','1003','006200':'1003'
33.838_-84.35,131210094041003.00,'009404','1003','009404':'1003'
33.787_-84.39,131210005001083.00,'000500','1083','000500':'1083'
33.756_-84.477,131210082011034.00,'008201','1034','008201':'1034'
33.74_-84.525,131210078062007.00,'007806','2007','007806':'2007'
33.652_-84.381,131210072002007.00,'007200','2007','007200':'2007'
33.798_-84.344,130890201001009.00,'020100','1009','020100':'1009'
33.835_-84.439,131210097003013.00,'009700','3013','009700':'3013'
33.785_-84.48899999999999,131210082012000.00,'008201','2000','008201':'2000'
33.857_-84.43700000000001,131210097001003.00,'009700','1003','009700':'1003'
33.76_-84.514,131210078063005.00,'007806','3005','007806':'3005'
33.694_-84.54,131210103031008.00,'010303','1008','010303':'1008'
33.674_-84.50399999999999,131210077063004.00,'007706','3004','007706':'3004'
33.817_-84.367,131210092001010.00,'009200','1010','009200':'1010'
33.832_-84.391,131210095013013.00,'009501','3013','009501':'3013'
33.857_-84.399,131210099003002.00,'009900','3002','009900':'3002'
33.812_-84.456,131210088001007.00,'008800','1007','008800':'1007'
33.681_-84.35700000000001,131210070022009.00,'007002','2009','007002':'2009'
33.695_-84.382,131210070013006.00,'007001','3006','007001':'3006'
33.709_-84.351,131210071002000.00,'007100','2000','007100':'2000'
33.814_-84.425,131210089042002.00,'008904','2002','008904':'2002'
33.806_-84.448,131210088001007.00,'008800','1007','008800':'1007'
33.819_-84.47200000000001,131210088002004.00,'008800','2004','008800':'2004'
33.745_-84.462,131210081021013.00,'008102','1013','008102':'1013'
33.789_-84.40700000000001,131210089023016.00,'008902','3016','008902':'3016'
33.711_-84.546,131210078024014.00,'007802','4014','007802':'4014'
33.713_-84.545,131210078024014.00,'007802','4014','007802':'4014'
33.847_-84.41799999999999,131210098012002.00,'009801','2002','009801':'2002'
33.817_-84.385,131210093003011.00,'009300','3011','009300':'3011'
33.722_-84.501,131210077043005.00,'007704','3005','007704':'3005'
33.728_-84.473,131210079001008.00,'007900','1008','007900':'1008'
33.759_-84.31200000000001,130890227001005.00,'022700','1005','022700':'1005'
33.842_-84.455,131210097002014.00,'009700','2014','009700':'2014'
33.832_-84.441,131210097003024.00,'009700','3024','009700':'3024'
33.75_-84.492,131210081023009.00,'008102','3009','008102':'3009'
33.796_-84.492,131210086022003.00,'008602','2003','008602':'2003'
33.739000000000004_-84.302,130890236011000.00,'023601','1000','023601':'1000'
33.82_-84.43299999999999,131210089041001.00,'008904','1001','008904':'1001'
33.847_-84.40700000000001,131210099003008.00,'009900','3008','009900':'3008'
33.713_-84.469,131210076023000.00,'007602','3000','007602':'3000'
33.869_-84.4,131210099004005.00,'009900','4005','009900':'4005'
33.691_-84.514,131210077062000.00,'007706','2000','007706':'2000'
33.735_-84.48100000000001,131210079001001.00,'007900','1001','007900':'1001'
33.75_-84.331,130890205002013.00,'020500','2013','020500':'2013'
33.713_-84.471,131210076023000.00,'007602','3000','007602':'3000'
33.817_-84.391,131210091011001.00,'009101','1001','009101':'1001'
33.806_-84.39,131210091021007.00,'009102','1007','009102':'1007'
33.655_-84.351,131210072001026.00,'007200','1026','007200':'1026'
33.834_-84.402,131210095013017.00,'009501','3017','009501':'3017'
33.802_-84.348,130890201001019.00,'020100','1019','020100':'1019'
33.813_-84.415,131210090001002.00,'009000','1002','009000':'1002'
33.724000000000004_-84.46799999999999,131210080005015.00,'008000','5015','008000':'5015'
33.873000000000005_-84.36200000000001,131210100022006.00,'010002','2006','010002':'2006'
33.783_-84.39,131210010012008.00,'001001','2008','001001':'2008'
33.806999999999995_-84.37299999999999,131210092001031.00,'009200','1031','009200':'1031'
33.726_-84.365,131210069003005.00,'006900','3005','006900':'3005'
33.675_-84.412,131210074002004.00,'007400','2004','007400':'2004'
33.867_-84.399,131210099004013.00,'009900','4013','009900':'4013'
33.691_-84.37100000000001,131210070021006.00,'007002','1006','007002':'1006'
33.835_-84.448,131210097003025.00,'009700','3025','009700':'3025'
33.69_-84.50399999999999,131210077061003.00,'007706','1003','007706':'1003'
33.82_-84.441,131210089043028.00,'008904','3028','008904':'3028'
33.812_-84.40799999999999,131210090002018.00,'009000','2018','009000':'2018'
33.727_-84.49,131210079002010.00,'007900','2010','007900':'2010'
33.74_-84.446,131210060002003.00,'006000','2003','006000':'2003'
33.806999999999995_-84.478,131210088002035.00,'008800','2035','008800':'2035'
33.8_-84.365,131210002001002.00,'000200','1002','000200':'1002'
33.73_-84.485,131210079001010.00,'007900','1010','007900':'1010'
33.806999999999995_-84.383,131210091022001.00,'009102','2001','009102':'2001'
33.855_-84.35700000000001,131210100023019.00,'010002','3019','010002':'3019'
33.808_-84.432,131210089021003.00,'008902','1003','008902':'1003'
33.734_-84.39,131210120002003.00,'012000','2003','012000':'2003'
33.804_-84.36200000000001,131210001003009.00,'000100','3009','000100':'3009'
33.79_-84.38,131210004002014.00,'000400','2014','000400':'2014'
33.829_-84.445,131210089043002.00,'008904','3002','008904':'3002'
33.802_-84.395,131210091014002.00,'009101','4002','009101':'4002'
33.727_-84.47399999999999,131210079001012.00,'007900','1012','007900':'1012'
33.825_-84.375,131210093001002.00,'009300','1002','009300':'1002'
33.702_-84.471,131210076041005.00,'007604','1005','007604':'1005'
33.803000000000004_-84.419,131210089024014.00,'008902','4014','008902':'4014'
33.815_-84.36,131210092003006.00,'009200','3006','009200':'3006'
33.830999999999996_-84.38799999999999,131210095024003.00,'009502','4003','009502':'4003'
33.798_-84.427,131210089021023.00,'008902','1023','008902':'1023'
33.846_-84.426,131210098012005.00,'009801','2005','009801':'2005'
33.716_-84.397,131210067002003.00,'006700','2003','006700':'2003'
33.793_-84.354,131210001004009.00,'000100','4009','000100':'4009'
33.739000000000004_-84.505,131210079003020.00,'007900','3020','007900':'3020'
33.849000000000004_-84.383,131210095021004.00,'009502','1004','009502':'1004'
33.856_-84.365,131210100023017.00,'010002','3017','010002':'3017'
33.656_-84.385,131210072002005.00,'007200','2005','007200':'2005'
33.8_-84.374,131210005003048.00,'000500','3048','000500':'3048'
33.649_-84.35600000000001,131210072001033.00,'007200','1033','007200':'1033'
33.686_-84.542,131210103031031.00,'010303','1031','010303':'1031'
33.736999999999995_-84.36200000000001,131210050001042.00,'005000','1042','005000':'1042'
33.801_-84.495,131210086022003.00,'008602','2003','008602':'2003'
33.736_-84.485,131210079001001.00,'007900','1001','007900':'1001'
33.735_-84.412,131210058001017.00,'005800','1017','005800':'1017'
33.79_-84.381,131210004001009.00,'000400','1009','000400':'1009'
33.846_-84.427,131210098012005.00,'009801','2005','009801':'2005'
33.738_-84.304,130890236011000.00,'023601','1000','023601':'1000'
33.696999999999996_-84.395,131210070011003.00,'007001','1003','007001':'1003'
33.812_-84.429,131210089021000.00,'008902','1000','008902':'1000'
33.875_-84.37299999999999,131210100013018.00,'010001','3018','010001':'3018'
33.671_-84.374,131210073001021.00,'007300','1021','007300':'1021'
33.87_-84.41,131210098021000.00,'009802','1000','009802':'1000'
33.805_-84.36,131210001003007.00,'000100','3007','000100':'3007'
33.75_-84.49799999999999,131210081023005.00,'008102','3005','008102':'3005'
33.813_-84.375,131210092001020.00,'009200','1020','009200':'1020'
33.705999999999996_-84.40100000000001,131210067003020.00,'006700','3020','006700':'3020'
33.796_-84.36200000000001,131210002002003.00,'000200','2003','000200':'2003'
33.848_-84.413,131210098012000.00,'009801','2000','009801':'2000'
33.789_-84.436,131210088001067.00,'008800','1067','008800':'1067'
33.817_-84.435,131210089043024.00,'008904','3024','008904':'3024'
33.769_-84.40700000000001,131210118003005.00,'011800','3005','011800':'3005'
33.83_-84.427,131210097002019.00,'009700','2019','009700':'2019'
33.725_-84.499,131210079003038.00,'007900','3038','007900':'3038'
33.827_-84.384,131210093004003.00,'009300','4003','009300':'4003'
33.655_-84.374,131210072002008.00,'007200','2008','007200':'2008'
33.808_-84.479,131210088002035.00,'008800','2035','008800':'2035'
33.788000000000004_-84.376,131210004002002.00,'000400','2002','000400':'2002'
33.789_-84.43799999999999,131210087004012.00,'008700','4012','008700':'4012'
33.675_-84.375,131210073001010.00,'007300','1010','007300':'1010'
33.669000000000004_-84.514,131210077063021.00,'007706','3021','007706':'3021'
33.844_-84.42200000000001,131210098012003.00,'009801','2003','009801':'2003'
33.705_-84.521,131210078021020.00,'007802','1020','007802':'1020'
33.695_-84.506,131210077031002.00,'007703','1002','007703':'1002'
33.829_-84.37100000000001,131210096033014.00,'009603','3014','009603':'3014'
33.836999999999996_-84.365,131210096023016.00,'009602','3016','009602':'3016'
33.689_-84.516,131210077062001.00,'007706','2001','007706':'2001'
33.797_-84.49600000000001,131210086022003.00,'008602','2003','008602':'2003'
33.703_-84.427,131210066012021.00,'006601','2021','006601':'2021'
33.773_-84.333,130890202001014.00,'020200','1014','020200':'1014'
33.81_-84.35799999999999,131210001003007.00,'000100','3007','000100':'3007'
33.839_-84.42299999999999,131210098011006.00,'009801','1006','009801':'1006'
33.789_-84.35700000000001,131210002003005.00,'000200','3005','000200':'3005'
33.722_-84.367,131210069003007.00,'006900','3007','006900':'3007'
33.795_-84.47399999999999,131210087003000.00,'008700','3000','008700':'3000'
33.771_-84.48200000000001,131210082012016.00,'008201','2016','008201':'2016'
33.823_-84.421,131210098013020.00,'009801','3020','009801':'3020'
